English,Japanese
thermoplasticity,熱可塑性
thermoplegia,1_熱射病(heat stroke) 2_日射病(sunstroke)
thermopolymerization,熱重合
thermoradiotherapy,熱照射療法
thermoreceptor,温度感覚受容器
thermoregulator,温度調節器
thermoregulatory,a〉温度調節の、体温調節の
thermostability,熱安定性、耐熱性
thermostable,a〉熱安定(性)の、耐熱(性)の
thermostage,感温期
thermostat,サーモスタット
thermosystaltic,a〉熱性収縮の
thermotactic,a〉走熱性の
thermotaxic,a〉走熱性の
thermotaxis,温度走性、走熱性
thermotherapy,温熱療法
thermotolerant,a〉耐熱(性)の、熱安定(性)の
thermotonometer,熱攣縮計
thermotropism,熱向性、温度屈性
therology,哺乳動物学
thickening,肥厚
thickness,厚さ、太さ、厚径
thighbone,大腿骨
thinning,菲薄化
thiosulfate,チオ硫酸塩
thixotropic,a〉(ゲルの)揺変性の、チキソトロピーの、シキソトロピーの
thoracic,a〉胸の、胸部の
thoracoabdominal,a〉胸腹の、胸腹部の
thoracoacromial,a〉胸肩峰の
thoracodorsal,a〉胸背の
thoracoepigastric,a〉胸腹壁の
thoracolumbar,a〉胸腰部の
thoracometer,胸部測定器
thoracopathy,胸部疾患
thoracoplasty,胸郭形成(術)
thoracoschisis,胸郭披裂(症)、胸郭裂(症)、胸裂(症)
thoracoscope,胸腔鏡
thoracoscopy,胸腔鏡検査(法)、胸腔鏡(法)
thoracostenosis,胸郭狭窄
thoracostomy,胸部造瘻(術)
thoracotomy,開胸(術)
thorax,胸郭
thread,糸
thrombectomy,血栓除去(術)
thrombin,トロンビン
thrombocyte,血小板、栓球
thrombocythemia,血小板血症、栓球血症
thrombocytopenia,血小板減少(症)
thrombocytopenic,a〉血小板減少(性)の
thrombocytosis,血小板増加(症)、血小板血症、栓球血症
thromboembolic,a〉血栓塞栓(症)の
thromboembolism,血栓塞栓症
thromboendarterectomy,血栓内膜摘出(術)
thromboendarteritis,血栓性動脈内膜炎
thrombogenesis,血餅形成
thrombokinetics,血栓形成動態
thrombolysis,血栓溶解
thrombolytic,a〉血栓溶解(性)の、血栓融解(性)の
thrombophlebitis,血栓性静脈炎
thrombopoiesis,血餅形成
thrombosis,血栓症、血栓形成
thrombostasis,血小板鬱滞(症)
thrombotic,a〉血栓(性)の、血栓症の
thrombus,血栓
thrypsis,粉砕骨折
thymic,a〉胸腺の
thymitis,胸腺炎
thymoanaleptic,感情賦活薬
thymocentric,a〉心情中心の、心情志向の
thymocyte,胸腺細胞
thymokinetic,a〉胸腺刺激の
thymoleptic,感情抑制薬
thymoma,胸腺腫
thymoprivous,a〉胸腺欠損の
thymus,胸腺
thymus dependent,a〉胸腺依存の
thyroactive,a〉甲状腺活性の
thyrocervical,a〉甲状頚動脈の
thyrochondrotomy,甲状軟骨切開(術)
thyroglobulin,サイログロブリン
thyroglossal,a〉甲状舌の
thyroid,a〉1_甲状腺の 2_甲状軟骨の n〉甲状腺
thyroid stimulating,a〉甲状腺刺激の
thyroiditis,甲状腺炎
thyroidologist,甲状腺学者
thyrotoxicosis,甲状腺中毒(症)
thyroxin(e),チロキシン(サイロキシン)、甲状腺ホルモン
tibia,《解》脛骨
tibiad,adv〉脛骨側へ
tibial,a〉脛骨の、脛側の
tibiofemoral,a〉脛大腿[骨]の
tibiofibular,a〉脛腓[骨]の
tibioperoneal,a〉脛腓[骨]の
tibiotarsal,a〉脛足根骨の
tidal,a〉１回換気の
tilt,傾くこと、傾斜、斜位
time,時間
time spatial,a〉時空間の
tinea,白癬
tinnitus,耳鳴り、耳鳴
tint,色合い
tinted,a〉着色の
tiredness,倦怠感
tissue,組織
titer,1_滴定量、滴定濃度、力価 2_脂肪酸の凝固点
titration,滴定
titre,1_滴定量、滴定濃度、力価 2_脂肪酸の凝固点
titrimetry,滴定測定(法)、滴定分析(法)
titubation,1_よろめき歩行 2_動揺
tocodynamometer,陣痛計
tocograph,陣痛記録図
tocography,陣痛記録法、トコグラフィ
tocology,産科学
tocolysis,陣痛抑制
tocolytic,a〉陣痛抑制の n〉陣痛抑制薬、子宮収縮抑制薬
tolerability,耐性
tolerance,1_寛容、許容度、耐性 2_《理化》公差
tolerogenic,a〉寛容原(性)の
tomogram,Ｘ線断層写真
tomograph,断層撮影装置
tomographic,a〉断層撮影(法)の
tomography,断層撮影(法)、Ｘ線断層写真法、トモグラフィー
tongue,舌
tonic,a〉緊張(性)の、強直(性)の
tonofilament,張細線維、張細糸
tonometer,1_眼圧計(ophthalmotonometer) 2_圧力計、張力計
tonometry,1_緊張力測定 2_眼内圧測定
tonsil,扁桃
tonsilla,扁桃
tonsillar,a〉扁桃の
tonsillectomy,扁桃摘出(術)、扁摘
tonsillitis,扁桃炎
tonsillolith,扁桃結石
tonsillopathy,扁桃疾患
tonsillopharyngitis,扁桃咽頭炎
tonsilloscopy,扁桃検査(法)
tonsillotome,扁桃切除刀
tonsillotomy,扁桃切除(術)
tonus,緊張、緊張度、トーヌス
tool,道具、ツール
tooth,《歯》歯、歯牙
toothache,歯痛
toothless,a〉歯のない、無歯の
topalgia,局所疼痛、局所痛
tophus,痛風結節
topical,a〉局所(性)の、局所的な
topoanesthesia,部位感覚消失
topographic(al),a〉局所解剖学の、局所解剖学的な
topography,局所解剖学
toponarcosis,局所麻酔
torque,トルク
torsion,捻転(症)
torticollis,斜頚
torus,《解》隆起
total,a〉全部の、総〜、全〜 n〉合計、総計
toxemia,毒血症
toxemic,a〉毒血症の
toxic,a〉1_毒の、毒物の 2_毒性の、中毒(性)の
toxicity,毒性
toxicological,a〉毒物学の、毒性学の、中毒学の
toxicologist,毒物学者
toxicology,毒物学、毒性学、中毒学、毒理学、トキシコロジー
toxicopathic,a〉中毒性疾患の、毒物性疾患の
toxicopathy,中毒性疾患、毒物性疾患
toxicophobia,毒物恐怖(症)
toxicosis,中毒(症)、中毒状態
toxiferous,a〉毒物産生の
toxigenic,a〉毒素産生の
toxigenicity,毒素産生能
toxin,毒素
toxinology,毒素学
toxoplasmosis,トキソプラスマ症
trabecula,小梁
trabeculectomy,線維柱帯切除(術)
trabeculotomy,線維柱帯切開(術)
trachea,《解》気管
tracheal,a〉気管の
trachealis,《解》気管筋
tracheitis,気管炎
trachelectomy,子宮頚部切除(術)
trachelematoma,胸鎖乳突筋血腫; 頚部血腫
trachelism,頚筋痙攣
trachelismus,頚筋痙攣
trachelitis,子宮頚炎
trachelodynia,頚痛、項部痛
trachelology,頚学
trachelopanus,1_頚部リンパ管拡張 2_子宮頚部リンパ管怒張
tracheloplasty,子宮頚形成(術)
trachelorrhaphy,子宮頚縫合(術)
tracheoarterial,a〉気管動脈の
tracheobronchial,a〉気管気管支の
tracheobronchomalacia,気管気管支軟化(症)
tracheobronchomegaly,気管気管支拡大(肥大)
tracheomalacia,気管軟化(症)
tracheostoma,気管瘻、気管フィステル
tracheostomal,a〉気管瘻の、気管フィステルの
tracheostomy,気管開口術、気管切開(術)
tracheotomy,気管切開(術)
tract,1_道 2_《解》路、索
traction,牽引(法)
tractus,《解》路、索
tragus,《解》耳珠
training,訓練
trait,1_特質、特性 2_形質
transactivation,トランス活性化
transalveolar,a〉経歯槽骨の
transamination,アミノ基転移
transcalent,a〉熱伝導(性)の
transcalvarial,a〉経頭蓋冠の
transcapillary,a〉経毛細血管の
transcarpal,a〉経手根の
transcellular,a〉経細胞の
transcervical,a〉経頚部の
transcranial,a〉経頭蓋の
transcript,転写物
transcription,転写
transcriptional,a〉転写の
transcutaneous,a〉経皮(性)の、経皮的な
transdermal,a〉経皮(性)の、経皮的な
transdermic,a〉経皮(性)の、経皮的な
transducer,変換器
transduction,形質導入
transepithelial,a〉経上皮の
transesophageal,a〉経食道の
transfection,トランスフェクション
transfer,1_転移 2_移入、運搬、伝達
transformation,1_変態 2_変換 3_変質 4_形質転換、転換 5_成分置換
transformer,変圧器、トランす
transfusion,1_輸血 2_輸液、輸注
transfusional,a〉1_輸血の 2_輸液の、輸注の
transgenic,a〉導入遺伝子の、トランスジーンの
transgingival,a〉移行歯肉の
transhepatic,a〉経肝の、経肝的な
transiliac,a〉腸骨間の
transitional,a〉移行の
transitory,a〉一過性の
transjugular,a〉経頚静脈の、経頚静脈的な
translaryngeal,a〉経喉頭の
translation,翻訳
translational,a〉翻訳の
translatory,a〉直進の、並進の
translucence,半透明
translucency,半透明
translucent,a〉半透明の
transmissible,a〉1_伝播性の、伝染性の 2_遺伝性の
transmission,1_透過 2_(神経の)伝達 3_(疾患の)伝染、感染
transmucosal,a〉経粘膜の
transmucous,a〉経粘膜の
transmural,a〉経壁の、通壁性の、貫壁性の
transocular,a〉経眼的な
transorbital,a〉経眼窩の
transovarial,a〉経卵巣の
transparency,透明性、透明度
transparent,a〉透明な、透明体の
transpeptidase,[[酵素]]トランスペプチダーゼ、ペプチド転移酵素
transperitoneal,a〉経腹膜の
transplacental,a〉経胎盤の
transplantable,a〉移植できる、移植可能な
transplantation,移植
transport,輸送
transportation,輸送
transposition,転位(DNAの)
transposon,動く遺伝子、トランスポゾン
transpubic,a〉経恥骨の
transpulmonary,a〉肺内外の
transpyloric,a〉幽門横断の
transrectal,a〉経直腸の
transsacral,a〉経仙骨孔の
transsegmental,a〉分節を超えて広がる
transseptal,a〉経中隔の
transsexual,a〉1_性倒錯の 2_性転換の n〉1_性倒錯者 2_性転換者
transsphenoidal,a〉経蝶形骨の
transsynaptic,a〉経シナプスの
transthalamic,a〉経視床の
transthoracic,a〉経胸腔の、胸腔通過の
transtracheal,a〉経気管の
transudatory,a〉漏出(性)の、浸出(性)の
transvaginal,a〉経膣の
transverse,a〉横行の、横走の
trapezoid,《解》小菱形骨
trauma,外傷、創傷、トラウマ
traumatic,a〉外傷(性)の
traumatism,外傷状態
traumatology,外傷学
traumatonesis,創傷縫合
traumatopathy,外傷性疾患
traumatopnea,外傷性呼吸困難
traumatopyra,創傷熱
traumatotherapy,外傷療法、創傷外科
travel,旅行
tray,《歯》トレー
treatment,1_治療 2_処理
tremor,振戦
tremulous,a〉震顫(性)の
triad,1_三つ組、三主徴、三徴候、三連構造 2_《理化》３価 3_《理化》三つ組元素
trial,1_試行、試験 2_《歯》試適
triangle,三角
trichiasis,睫毛乱生(症)
trichitis,毛根炎
trichloride,三塩化物
trichloroacetic,a〉トリクロール酢酸の
trichocryptosis,毛包病
trichoepithelioma,毛包上皮腫
trichoglossia,毛舌(症)
trichologia,抜毛癖
trichology,毛髪学
trichophytosis,白癬(症)
trichopoliodystrophy,白髪ジストロフィー
trichotilomania,抜毛癖、トリコチロマニー
trichotilomanic,a〉抜毛癖の
tricrotic,a〉三拍脈の
tricuspid,a〉1_三つの尖端のある、三尖弁の 2_《歯》三咬頭の n〉三尖構造物
tricuspidal,a〉1_三つの尖端のある、三尖弁の 2_《歯》三咬頭の
tricyclic,a〉三環の
trigeminal,a〉三叉神経の n〉三叉神経
trigeminy,三段脈
trigger,引き金
triglyceridemia,トリグリセリド血(症)
trigonal,a〉1_三角の 2_《理化》三方の
trigone,《解》三角
trigonocephaly,三角頭
trigonum,三角
trihydrate,三水和物
trilaminar,a〉三層の
trimester,1_３か月の期間 2_(３学期の)１学期
triopathy,トリオパチー、三症
trioxide,三酸化物
triphasic,a〉三相(性)の
triplegia,三肢麻痺
triplets,三つ子
triplex,a〉三つの部分からなる、三倍の、三重の
triplopia,三重視
tripod,三脚
triquestrum,《解》三角骨
triquetral,a〉(手の)三角骨の
trismus,開口障害、牙関緊急
trisomy,トリソミー
triticeous,a〉麦粒の
trivial,a〉1_些細な、重要でない 2_普通の、平凡な
trochanter,転子
trochanteric,a〉転子の
trochlea,《解》滑車
trochlear,a〉滑車神経の
trochocephaly,円形頭蓋(症)
trophic,a〉栄養の
trophology,栄養学
tropical,a〉熱帯(性)の
troubleshooting,トラブル対策
trough,(調剤･現像の)水槽
true,a〉真性の
trueness,真度
trunk,〜幹、体幹
trypsin,トリプシン
trypsinization,トリプシン処理
tryptase,トリプターゼ
tryptic,a〉トリプシンの
tuba,管
tubal,a〉卵管の
tubatorsion,卵管捻転
tube,1_管、チューブ 2_管球
tube shift,a〉管球移動の
tubectomy,卵管切除(術)、卵管摘出(術)
tuber,《解》結節、隆起
tubercle,《解》結節
tubercular,a〉結節状の
tuberculation,結核形成
tuberculoma,結核腫
tuberculophobia,結核恐怖(症)
tuberculosis,結核(症)
tuberculous,a〉結核(症)の
tuberomammillary,a〉隆起乳頭体の
tuberositas,《解》粗面
tuberosity,《解》粗面、結節
tubo abdominal,a〉卵管腹腔の
tuboligamentous,a〉卵管靭帯の
tubo ovarian,a〉卵管卵巣の
tuboperitoneal,a〉卵管腹膜の
tubouterine,a〉卵管子宮の
tubovaginal,a〉卵管膣の
tubular,a〉管状の、細管の、細管状の
tubule,細管、尿細管、小管
tubuloacinar,a〉管状房状の
tubuloacinous,a〉管状房状の
tubuloalveolar,a〉管状房状の
tubulointerstitial,a〉尿細管間質性の
tubulorrhexia,尿細管破裂
tubulovillous,a〉管状絨毛状の
tuft,房状分岐、叢
tularemia,野兎病
tumor,腫瘍
tumoral,a〉腫瘍(性)の
tumoricidal,a〉腫瘍破壊の、殺腫瘍の
tumorigenesis,発癌、腫瘍形成
tumorigenic,a〉腫瘍形成の、腫瘍発生の
tumorigenicity,腫瘍形成性、発癌性
tumorous,a〉腫瘍(性)の
tunica,《解》膜、層
tunnel,1_トンネル 2_管
turbid,a〉濁った
turbidimeter,濁度計
turbidimetry,濁り測定、濁度測定
turbidity,濁り度、混濁度
turbinal,a〉鼻口介の
turbinate,a〉鼻口介の
turbinated,a〉鼻口介の
turbine,タービン
turbulent,a〉乱流の
tussiculation,短い空咳、頻発軽咳
tussive,a〉咳性の
twilight,《理化》薄明
twin,1_双子 2_双胎*
twitch,単収縮
tyloma,胼胝、皮膚肥厚
tympanic,a〉1_鼓膜の 2_鼓室の
tympanitis,鼓室炎
tympanocentesis,鼓膜穿刺(術)
tympanometry,鼓膜聴力検査
tympanosclerosis,鼓膜硬化(症)
tympanous,a〉腹部膨満の、鼓腸の
type,型、タイプ
type specific,a〉型特異の
typhlatony,盲腸弛緩(症)
typhlectasis,盲腸拡張(症)
typhlocolitis,盲腸結腸炎
typhlodicliditis,回盲弁炎
typhlology,盲目学
typhlomegaly,盲腸巨大(症)
typhlopexy,盲腸固定(術)
typhloptosis,盲腸下垂(症)
typhlosis,盲目
typhlostenosis,盲腸狭窄(症)
typhoid,a〉チフスの
typhus,チフス
typical,a〉典型の･的な
typosis,周期性疾患
tyrosine,チロシン
ubiquitin,ユビキチン
ubiquitylation,ユビキチン化
ulcer,潰瘍
ulceration,潰瘍化、潰瘍形成
ulcerative,a〉潰瘍(性)の
ulcerogenesis,潰瘍形成、潰瘍発生
ulcerogenic,a〉潰瘍形成の、潰瘍発生の
ulegyria,瘢痕脳回(症)
ulerythema,瘢痕性紅斑
ulna,《解》尺骨
ulnar,a〉尺骨の
ulnocarpal,a〉尺骨手根の
ulnoradial,a〉尺橈骨の
ulodermatitis,瘢痕皮膚炎
ultrabrachycephalic,a〉超短頭の
ultracentrifugation,超遠心、超遠心分離(法)
ultradolichocephalic,a〉超長頭の
ultrafiltration,限外濾過
ultramicroscope,限外顕微鏡
ultramicroscopical,a〉限外顕微鏡の、限外顕微鏡的な
